2.213330000e+005	1.540000000e+002	2.000000000e+000	3.000000000e+000	1.000000000e+000	1.300000000e+001	0.000000000e+000
2.299790000e+005	1.170000000e+002	2.000000000e+000	4.000000000e+000	1.000000000e+000	1.700000000e+001	1.000000000e+000
2.299790000e+005	1.190000000e+002	2.000000000e+000	3.000000000e+000	1.000000000e+000	1.100000000e+001	1.000000000e+000
2.313630000e+005	1.090000000e+002	2.000000000e+000	3.000000000e+000	0.000000000e+000	6.000000000e+000	0.000000000e+000
2.351670000e+005	1.170000000e+002	2.000000000e+000	3.000000000e+000	1.000000000e+000	1.700000000e+001	1.000000000e+000
2.368960000e+005	1.590000000e+002	2.000000000e+000	3.000000000e+000	1.000000000e+000	2.000000000e+001	1.000000000e+000
2.386250000e+005	1.550000000e+002	3.000000000e+000	4.000000000e+000	1.000000000e+000	1.200000000e+001	1.000000000e+000
2.453690000e+005	1.610000000e+002	2.000000000e+000	4.000000000e+000	1.000000000e+000	1.800000000e+001	1.000000000e+000
2.455420000e+005	1.160000000e+002	2.000000000e+000	3.000000000e+000	1.000000000e+000	1.300000000e+001	0.000000000e+000
2.513930000e+005	1.230000000e+002	2.000000000e+000	3.000000000e+000	1.000000000e+000	9.000000000e+000	1.000000000e+000
2.517700000e+005	1.050000000e+002	2.000000000e+000	3.000000000e+000	0.000000000e+000	8.000000000e+000	0.000000000e+000
2.600910000e+005	1.800000000e+002	2.000000000e+000	4.000000000e+000	1.000000000e+000	1.300000000e+001	0.000000000e+000
2.628330000e+005	1.590000000e+002	2.000000000e+000	4.000000000e+000	1.000000000e+000	1.300000000e+001	1.000000000e+000
2.628330000e+005	1.270000000e+002	2.000000000e+000	3.000000000e+000	1.000000000e+000	8.000000000e+000	0.000000000e+000
2.680210000e+005	1.560000000e+002	2.000000000e+000	4.000000000e+000	1.000000000e+000	1.500000000e+001	0.000000000e+000
2.763210000e+005	1.250000000e+002	2.000000000e+000	3.000000000e+000	1.000000000e+000	8.000000000e+000	1.000000000e+000
2.763210000e+005	1.500000000e+002	3.000000000e+000	3.000000000e+000	1.000000000e+000	1.100000000e+001	0.000000000e+000
2.801250000e+005	1.200000000e+002	2.000000000e+000	3.000000000e+000	1.000000000e+000	1.400000000e+001	1.000000000e+000
2.863500000e+005	1.580000000e+002	3.000000000e+000	3.000000000e+000	1.000000000e+000	1.800000000e+001	0.000000000e+000
2.936130000e+005	1.950000000e+002	3.000000000e+000	3.000000000e+000	1.000000000e+000	1.300000000e+001	1.000000000e+000
2.939580000e+005	1.500000000e+002	2.000000000e+000	3.000000000e+000	1.000000000e+000	9.000000000e+000	0.000000000e+000
2.974170000e+005	1.780000000e+002	3.000000000e+000	4.000000000e+000	1.000000000e+000	1.300000000e+001	0.000000000e+000
3.087600000e+005	1.250000000e+002	2.000000000e+000	3.000000000e+000	1.000000000e+000	5.000000000e+000	0.000000000e+000
3.109040000e+005	1.290000000e+002	2.000000000e+000	3.000000000e+000	1.000000000e+000	7.000000000e+000	1.000000000e+000
3.112500000e+005	1.760000000e+002	3.000000000e+000	5.000000000e+000	1.000000000e+000	1.300000000e+001	0.000000000e+000
3.181670000e+005	1.310000000e+002	2.000000000e+000	3.000000000e+000	1.000000000e+000	4.000000000e+000	1.000000000e+000
3.196850000e+005	1.650000000e+002	2.000000000e+000	3.000000000e+000	1.000000000e+000	1.000000000e+001	0.000000000e+000
3.273170000e+005	1.490000000e+002	3.000000000e+000	4.000000000e+000	1.000000000e+000	7.000000000e+000	1.000000000e+000
3.364720000e+005	1.360000000e+002	2.000000000e+000	3.000000000e+000	1.000000000e+000	1.000000000e+001	1.000000000e+000
3.392620000e+005	1.800000000e+002	3.000000000e+000	4.000000000e+000	1.000000000e+000	1.700000000e+001	1.000000000e+000
3.394320000e+005	1.790000000e+002	3.000000000e+000	4.000000000e+000	1.000000000e+000	9.000000000e+000	1.000000000e+000
