5.842166562e+001	4.820000000e+002
1.790009645e+002	1.154000000e+003
1.263964602e+002	5.180000000e+002
3.551323226e+001	1.450000000e+002
5.263808916e+001	1.730000000e+002
7.900156785e+001	1.750000000e+002
1.233046844e+002	6.430000000e+002
4.560332757e+001	1.430000000e+002
2.035400000e+002	6.700000000e+002
2.924851906e+001	9.500000000e+001
1.511556021e+002	8.770000000e+002
8.263308485e+001	2.170000000e+002
7.207980810e+001	3.400000000e+002
6.529218915e+001	6.050000000e+002
2.304956927e+002	1.198000000e+003
2.515497541e+002	1.738000000e+003
3.918728733e+001	2.040000000e+002
2.023840494e+001	1.920000000e+002
1.159988394e+001	1.720000000e+002
1.222771069e+002	8.800000000e+002
8.134000000e+001	1.917000000e+003
9.097248068e+001	1.026000000e+003
1.328105644e+001	2.340000000e+002
4.510110419e+001	3.700000000e+002
1.457660770e+002	8.360000000e+002
1.433661435e+002	8.230000000e+002
3.274900856e+001	2.420000000e+002
5.274053891e+001	1.080000000e+002
-6.688745559e+000	3.470000000e+002
5.385704987e+001	2.080000000e+002
6.324844847e+001	3.800000000e+002
8.130992690e+001	8.240000000e+002
7.633452121e+001	1.330000000e+002
3.847545912e+001	2.750000000e+002
7.901233482e+001	1.490000000e+002
