  5.7500000e-001  9.1800000e-001
  6.1270000e+000  7.2140000e+000
  1.1215000e+001  1.4577000e+001
  2.8195000e+001  3.0028000e+001
  3.0100000e+001  3.8173000e+001
  2.1091000e+001  1.5320000e+001
  8.6590000e+000  1.4837000e+001
  4.0630000e+001  5.1284000e+001
  3.7800000e+001  3.4100000e+001
  1.8030000e+000  2.0030000e+000
  1.8048000e+001  2.0099000e+001
  8.1020000e+000  4.3240000e+000
  1.0730000e+001  1.0523000e+001
  8.9470000e+000  1.3371000e+001
  3.1570000e+000  1.5530000e+000
  3.5400000e+000  4.0690000e+000
  3.7400000e+001  2.7973000e+001
  7.6500000e+000  7.6420000e+000
  1.3700000e+001  3.6920000e+000
  2.9003000e+001  2.9922000e+001
  1.4639000e+001  1.5317000e+001
  5.2920000e+000  5.2920000e+000
  9.6000000e-001  7.0700000e-001
  1.2400000e+000  1.2460000e+000
  1.4190000e+000  1.1430000e+000
  3.8936000e+001  2.1571000e+001
