6.400000000e+001	5.800000000e+001	1.110000000e+002
7.800000000e+001	8.400000000e+001	1.310000000e+002
8.300000000e+001	7.800000000e+001	1.580000000e+002
8.800000000e+001	8.100000000e+001	1.470000000e+002
8.900000000e+001	8.200000000e+001	1.210000000e+002
9.900000000e+001	1.020000000e+002	1.650000000e+002
1.010000000e+002	8.500000000e+001	1.740000000e+002
1.020000000e+002	1.020000000e+002	1.690000000e+002
