  1.6200000e+001  5.0000000e+000
  1.4200000e+001  8.0000000e+000
  1.4600000e+001  1.0000000e+001
  1.8300000e+001  1.1000000e+001
  1.3200000e+001  1.4000000e+001
  1.3000000e+001  1.6000000e+001
  1.3000000e+001  1.7000000e+001
  1.3400000e+001  1.7000000e+001
  1.0600000e+001  1.8000000e+001
  1.2800000e+001  2.0000000e+001
  1.2600000e+001  2.2000000e+001
  1.1600000e+001  2.4000000e+001
  1.1000000e+001  2.6000000e+001
  9.8000000e+000  3.0000000e+001
  1.0400000e+001  3.2000000e+001
  1.0900000e+001  3.4000000e+001
  1.2200000e+001  3.6000000e+001
  9.8000000e+000  3.8000000e+001
  1.0700000e+001  4.3000000e+001
